SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:
4107f4e3-70dd-4144-8889-6a9bf58e079f,5rxXAd,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Fri, 07 Mar 2025 10:20:03 +0000",92128,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,
840489f4-5d3e-4488-9571-69f7affb546d,jwZRk0,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 10:29:25 +0000",189598,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Très complexe,Assez complexe,0
cae6526f-f979-4158-ad6b-540ebc20b235,ifvAT8,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 10:36:35 +0000",255620,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Assez petites,Sans avis,Très complexe,Très complexe,1
0fd6163e-34a8-448c-af48-a4d0700decbb,Nk3D4X,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 10:47:45 +0000",11936881,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas tout à fait d'accord,Trop grandes,Plutôt d'accord,Assez simple,Très complexe,5
6a59f75e-3833-4c10-a134-d5390489f113,H8qFZt,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15",Safari,"Fri, 07 Mar 2025 13:05:21 +0000",9534,DROP_OFF,,,,,,,,,,
b881b465-5f1d-4534-9b92-b8afcc75a2b0,TsbHRd,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Fri, 07 Mar 2025 13:14:20 +0000",187140,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Assez grandes,Sans avis,Assez simple,D'une complexité correcte,5
f53aff3b-a144-478c-827c-225daf841df3,ia6Ney,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 14:14:09 +0000",254399,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Plutôt d'accord,Trop petites,Sans avis,Très simple,Assez complexe,7
2f3fcf16-3dbe-41f1-8315-60c3c926c53b,X1tJYe,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Fri, 07 Mar 2025 16:04:03 +0000",7671,DROP_OFF,,,,,,,,,,
5cb9d619-aeab-4d08-a328-2b0c38059bd0,OEt1j2,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Sat, 08 Mar 2025 15:58:19 +0000",412338,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez simple,D'une complexité correcte,3
f400de2e-eeac-46ce-9560-9e72116fb827,zYMFZH,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Sun, 09 Mar 2025 19:03:59 +0000",738883,DROP_OFF,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas du tout d'accord,Parfaites,Sans avis,D'une complexité adéquate,Assez complexe,1
03f1fc21-73a9-404b-aade-9f350d58b6d8,q3r6Ml,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Sun, 09 Mar 2025 19:16:28 +0000",1189629,SUCCESS,Plutôt d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas du tout d'accord,Parfaites,Sans avis,Assez complexe,Assez complexe,1
153ecb5c-1a25-48ec-a781-53db397364a0,mwh58m,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 07:47:07 +0000",283352,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très simple,Assez complexe,3
e66042ac-4f77-4923-bbd1-950d9460ef95,E0mxZQ,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 08:39:17 +0000",191453,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Plutôt d'accord,Assez grandes,Plutôt d'accord,Assez simple,D'une complexité correcte,7
3009a159-6a48-4bbb-a6c4-ad3b5dac7710,QdtRgd,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Mon, 10 Mar 2025 09:03:19 +0000",1570967,DROP_OFF,Plutôt d'accord,,,,,,,,,
4d6fa32a-3aeb-4837-b994-16bc069989d5,XtDoxS,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 09:15:10 +0000",19212,DROP_OFF,Pas tout à fait d'accord,,,,,,,,,
349672cf-3709-4e46-a425-f494b275356d,BoroJD,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Mon, 10 Mar 2025 09:27:06 +0000",224229,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez complexe,Très complexe,3
2c66943a-8071-4f90-af6e-6fae6ef0d5bd,f5xzQq,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 09:58:42 +0000",138738,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,Assez simple,D'une complexité correcte,4
dac14786-f735-44fa-ba3f-0b3fdb66c25b,3jN7zv,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Mon, 10 Mar 2025 10:20:54 +0000",318274,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas du tout d'accord,Trop grandes,Sans avis,Très simple,Très simple,7
033edb6a-49f7-4b2f-984b-3fcc2f880687,inaRbm,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 13:01:18 +0000",206991,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Plutôt d'accord,Parfaites,Pas du tout d'accord,Assez simple,Assez simple,10
104e7c37-71b0-4f44-bd18-e0c301d9c93d,PI5YsA,FR,Desktop,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 13:03:01 +0000",500690,DROP_OFF,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Plutôt d'accord,Trop petites,Pas tout à fait d'accord,Assez simple,Assez simple,8
80fbd5f3-3081-4061-82ce-3c1b5c4c4164,6sxeeQ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Mon, 10 Mar 2025 14:06:59 +0000",416868,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,5,Sans avis,Parfaites,Sans avis,Très simple,Très simple,4
d30242c5-607e-489b-9ff0-4bef9c735191,4jbz6g,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Mon, 10 Mar 2025 14:49:57 +0000",643715,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,D'une complexité adéquate,Très complexe,1
38af1861-165e-434a-b8c3-f604a0d86784,HA8Xkh,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Mon, 10 Mar 2025 15:36:50 +0000",223944,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Assez simple,Assez complexe,4
53d78614-4035-41a4-b042-52a938bff9c5,FFbT4u,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Tue, 11 Mar 2025 08:45:28 +0000",218169,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Je suis pas tout à fait d'accord,Parfaites,Pas tout à fait d'accord,Assez complexe,Assez complexe,6
3eac7f8e-de2e-4ba8-ba83-687662c4c682,4I8UdZ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Tue, 11 Mar 2025 13:09:19 +0000",601420,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,D'une complexité adéquate,Très complexe,3
4cac409b-fcf1-4f25-b116-083d9ac56df9,QKE7t5,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Tue, 11 Mar 2025 13:33:24 +0000",726643,DROP_OFF,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1,Sans avis,Trop petites,Plutôt d'accord,D'une complexité adéquate,D'une complexité correcte,4
502c3b8d-1f3f-4869-baf0-a60862ef31a7,wEyLuo,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Tue, 11 Mar 2025 13:33:31 +0000",936710,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2,Sans avis,Trop petites,Sans avis,Assez simple,Assez simple,6
7aadae4c-c6a6-459a-b2f7-e4a0f9eba085,WUvLHC,FR,Desktop,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:07:22 +0000",132,DROP_OFF,,,,,,,,,,
d7cd4fc1-319b-4904-81d0-82b7f04b0dcc,rEd6z1,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:11 +0000",158407,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas du tout d'accord,Trop petites,Pas du tout d'accord,Assez complexe,Assez complexe,2
10c7cb83-2257-430f-b408-19026335ff93,AvLiJs,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:22 +0000",13852,DROP_OFF,Sans avis,,,,,,,,,
dbd02baf-4520-425e-9c04-940e2a9c8e4d,r7XnjF,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:23 +0000",416612,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Parfaites,Sans avis,Assez simple,Assez complexe,4
1b198b30-e180-4553-8726-59b89387ec93,cXff36,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:35 +0000",7517,DROP_OFF,,,,,,,,,,
02afc9da-beb5-4d67-b032-0bc1489fdef5,Nnb3s1,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0",Opera,"Wed, 12 Mar 2025 09:47:37 +0000",212398,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Sans avis,Assez petites,Pas tout à fait d'accord,D'une complexité adéquate,Assez simple,8
73710b90-d21a-4f12-8fda-84e1f061407f,msrz0L,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:38 +0000",664345,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas du tout d'accord,Assez petites,Plutôt d'accord,Assez complexe,D'une complexité correcte,3
746283a6-aeee-4fd7-a93e-2e142b692693,WT8XCW,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:47:39 +0000",343352,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,D'une complexité adéquate,D'une complexité correcte,5
d336f610-ce24-44d1-9315-34554c8cd362,v6ZY2H,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:42 +0000",616566,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Assez simple,Très complexe,3
8b9fa818-1e04-4ceb-99cf-e8d5829e70b6,JcE0JQ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:47:44 +0000",299136,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez complexe,D'une complexité correcte,5
4a502c8c-2cd3-461a-87b5-0f663cda486a,6EqTnP,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:45 +0000",1130951,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Sans avis,Assez petites,Sans avis,Très simple,D'une complexité correcte,5
15e74752-c134-4dd0-8e17-26dcbe52a6b4,GQaB7a,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:45 +0000",499635,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas du tout d'accord,Trop petites,Sans avis,Assez simple,Assez simple,8
52abed4c-e579-4831-b7e9-f16f85905e7b,kHfZZ7,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:46 +0000",202106,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Plutôt d'accord,Assez grandes,Pas tout à fait d'accord,Très simple,D'une complexité correcte,8
42127e33-b0dd-4191-be35-23f3cbbf904c,aCLzQg,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:47 +0000",105234,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Assez grandes,Sans avis,Assez simple,Assez complexe,4
48c37a2d-2a4f-4a55-a260-3bc2a682543f,ofU262,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:48 +0000",1562769,SUCCESS,Je suis d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très simple,Très complexe,0
e43d602c-00c0-45e0-a163-be4e5e5fee0a,gK6yPV,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:47:50 +0000",153369,DROP_OFF,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Assez complexe,Assez complexe,4
dcd241c0-bb9d-4157-bc0c-3411ba07bfac,3dHbO1,FR,Mobile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:51 +0000",159234,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,5,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,D'une complexité correcte,8
3e129016-c383-4eb0-ab46-da4cab4be95e,Lf021t,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:47:51 +0000",6194,DROP_OFF,,,,,,,,,,
56fdcb94-89f6-4b1a-a29a-5ad4772247fc,zu85h7,FR,Mobile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:52 +0000",89639,SUCCESS,Plutôt d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,6
a7e25731-56f3-4b7b-9235-2d08718806f0,E8A3m9,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:53 +0000",709001,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,7
30f04898-a330-4ca6-8456-68a8d6867ce5,JV0VIW,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:47:58 +0000",110799,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Sans avis,Assez petites,Sans avis,Assez complexe,Assez complexe,6
cc3134b4-0885-4be3-99c8-f85929afeb2f,0D75G1,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:03 +0000",246089,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas du tout d'accord,Parfaites,Plutôt d'accord,Assez simple,D'une complexité correcte,5
0c3c7555-5f30-47c4-a2c0-36c38cf85f3b,yqD4lQ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:08 +0000",339133,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,D'une complexité adéquate,D'une complexité correcte,7
c2e03b5d-820e-4646-9e31-83a5981e96c0,7EB3u3,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:09 +0000",135858,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Très simple,Assez complexe,4
1ef3548e-fcc6-48f9-877a-186924c24d86,3KT5FR,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:15 +0000",195941,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3,Plutôt d'accord,Parfaites,Sans avis,Très simple,Assez simple,6
2f82af15-2946-4cd1-81d7-70aaa9edf47f,ss0zs7,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:130.0) Gecko/20100101 Firefox/130.0,Firefox,"Wed, 12 Mar 2025 09:48:20 +0000",100544,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,4
d55116c1-9399-41b4-bb0d-d54bf72bb113,oOsUka,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:21 +0000",145378,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Très complexe,Très complexe,5
