SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:,Souhaitez-vous ajouter un commentaire ou un souhait?
11693a6b-7a42-42e2-bdbc-760bc578f776,vvBlBy,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Thu, 06 Mar 2025 13:46:57 +0000",89072,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Parfaites,Plutôt d'accord,Très simple,Assez simple,7.0,nc
e02bd25d-840a-4531-8b02-7203e7202782,hSfh2x,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Chrome,"Thu, 06 Mar 2025 13:47:19 +0000",32525,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,,
4091ed46-e956-40e9-9e7f-57bb9411a29b,uabfnz,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Thu, 06 Mar 2025 14:00:42 +0000",590149,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Sans avis,Assez petites,Plutôt d'accord,Assez simple,Assez complexe,4.0,"Les étiquettes devraient pouvoir être formalisées pour les boîtes mails partagées afin que nous ayons accès aux mêmes étiquettes.
On devrait pouvoir programmer, par défaut, notre signature personnelle sur les boîtes mails partagées."
8e82d727-511c-40aa-945a-b0a7d1fc2ae3,CyUMxG,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Thu, 06 Mar 2025 16:24:28 +0000",247990,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez simple,D'une complexité correcte,5.0,"lorsque l'on clique sur transférer, la souris se mets directe dans le corps du texte alors qu'il faudrait qu'elle soit là où l'on doit rentrer l'adresse mail."
4107f4e3-70dd-4144-8889-6a9bf58e079f,5rxXAd,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Fri, 07 Mar 2025 10:20:03 +0000",92128,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,,
840489f4-5d3e-4488-9571-69f7affb546d,jwZRk0,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 10:29:25 +0000",189598,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Très complexe,Assez complexe,0.0,Carbonio est bien loin d'être aisé. Très peu commode et difficile d'utilisation et de lecture
cae6526f-f979-4158-ad6b-540ebc20b235,ifvAT8,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 10:36:35 +0000",255620,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Assez petites,Sans avis,Très complexe,Très complexe,1.0,"Fonctionnement aléatoire, peu de confiance envers cet outil"
0fd6163e-34a8-448c-af48-a4d0700decbb,Nk3D4X,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 10:47:45 +0000",11936881,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas tout à fait d'accord,Trop grandes,Plutôt d'accord,Assez simple,Très complexe,5.0,Amélioration de la recherche par expéditeurs. Amélioration de la coloration des mails plutôt que des marqueurs seuls.
b881b465-5f1d-4534-9b92-b8afcc75a2b0,TsbHRd,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Fri, 07 Mar 2025 13:14:20 +0000",187140,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Assez grandes,Sans avis,Assez simple,D'une complexité correcte,5.0,Pourquoi ne peut on pas épingler les mails?
f53aff3b-a144-478c-827c-225daf841df3,ia6Ney,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Fri, 07 Mar 2025 14:14:09 +0000",254399,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Plutôt d'accord,Trop petites,Sans avis,Très simple,Assez complexe,7.0,"Certains bugs dégradent l'expérience utilisateurs (affichage des recherches, recherche dans les contacts, etc.) on espère que ça sera corrigé avec les nouvelles versions"
5cb9d619-aeab-4d08-a328-2b0c38059bd0,OEt1j2,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Sat, 08 Mar 2025 15:58:19 +0000",412338,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez simple,D'une complexité correcte,3.0,Le traitement des contacts n'est pas satisfaisante non plus
f400de2e-eeac-46ce-9560-9e72116fb827,zYMFZH,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Sun, 09 Mar 2025 19:03:59 +0000",738883,DROP_OFF,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Parfaites,Sans avis,D'une complexité adéquate,Assez complexe,1.0,
03f1fc21-73a9-404b-aade-9f350d58b6d8,q3r6Ml,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Sun, 09 Mar 2025 19:16:28 +0000",1189629,SUCCESS,Plutôt d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Parfaites,Sans avis,Assez complexe,Assez complexe,1.0,"La site que nous utilisions auparavant était, à mon avis, bien meilleur, notamment grace aux raccourcis clavier que je trouve très utiles. J'aimerais au moins pouvoir utiliser les raccourcis suivants: R pour répondre, A pour répondre à tous, F pour chercher et + pour zoomer. 
Par ailleurs, certaines actions semblent anormales lorsque j’écris sur l’application. Par exemple, si je sélectionne des mots avec Shift + Option + flèche, puis que je les supprime, le comportement obtenu n’est pas celui attendu."
153ecb5c-1a25-48ec-a781-53db397364a0,mwh58m,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 07:47:07 +0000",283352,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très simple,Assez complexe,3.0,pouvoir répondre à un mail lorsqu'il est affiché en plein écran serait bien
e66042ac-4f77-4923-bbd1-950d9460ef95,E0mxZQ,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 08:39:17 +0000",191453,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Plutôt d'accord,Assez grandes,Plutôt d'accord,Assez simple,D'une complexité correcte,7.0, 
3009a159-6a48-4bbb-a6c4-ad3b5dac7710,QdtRgd,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Mon, 10 Mar 2025 09:03:19 +0000",1570967,DROP_OFF,Plutôt d'accord,,,,,,,,,,
4d6fa32a-3aeb-4837-b994-16bc069989d5,XtDoxS,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 09:15:10 +0000",19212,DROP_OFF,Pas tout à fait d'accord,,,,,,,,,,
349672cf-3709-4e46-a425-f494b275356d,BoroJD,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Mon, 10 Mar 2025 09:27:06 +0000",224229,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez complexe,Très complexe,3.0,pas bien
2c66943a-8071-4f90-af6e-6fae6ef0d5bd,f5xzQq,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 09:58:42 +0000",138738,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,Assez simple,D'une complexité correcte,4.0,l'interface est à revoir. je travaille beaucoup avec mes mails et je regrette outlook qui etait plus intuitif et lisible
dac14786-f735-44fa-ba3f-0b3fdb66c25b,3jN7zv,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Mon, 10 Mar 2025 10:20:54 +0000",318274,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Trop grandes,Sans avis,Très simple,Très simple,7.0,"Depuis la mise en place de Carbonio, nous avons beaucoup de demandes d'interventions. Votre service technique est cependant assez réactif à l'exception de certains incidents qui restent en attente. Pour moi la solution est meilleure que Yaziba que nous utilisions avant. Par contre, attention car nos élus s'agacent facilement des soucis techniques à répétition et m'ont déjà demandé la durée de l'engagement pour la solution.
Eddy LE SOUDER 0620133663"
033edb6a-49f7-4b2f-984b-3fcc2f880687,inaRbm,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 13:01:18 +0000",206991,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Plutôt d'accord,Parfaites,Pas du tout d'accord,Assez simple,Assez simple,10.0,logiciel bien
104e7c37-71b0-4f44-bd18-e0c301d9c93d,PI5YsA,FR,Desktop,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Mon, 10 Mar 2025 13:03:01 +0000",500690,DROP_OFF,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Plutôt d'accord,Trop petites,Pas tout à fait d'accord,Assez simple,Assez simple,8.0,
80fbd5f3-3081-4061-82ce-3c1b5c4c4164,6sxeeQ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Mon, 10 Mar 2025 14:06:59 +0000",416868,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,5.0,Sans avis,Parfaites,Sans avis,Très simple,Très simple,4.0,Il y a encore beaucoup trop de bugs non cités dans les questions de ce sondage ...
d30242c5-607e-489b-9ff0-4bef9c735191,4jbz6g,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Mon, 10 Mar 2025 14:49:57 +0000",643715,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,D'une complexité adéquate,Très complexe,1.0,"l'ergonomie est déplorable (ex : la rédaction d'un mail ne peut pas se faire sans passer en pleine page pour lire sans défilement à la fois l'adresse du destinataire et le texte aussi court soit il) la fenêtre dans laquelle j'écris ce texte en est d'ailleurs un autre exemple
la création de dossiers d'archivage est indigne d'un logiciel pro
la fonction coller depuis la souris ne fonctionne pas
parfois, le texte des mails sélectionnés ne s'affiche pas en aperçu
la gestion alphabétique des contacts ne porte pas sur le nom mais sur le prénom ce qui ne me convient pas"
38af1861-165e-434a-b8c3-f604a0d86784,HA8Xkh,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Mon, 10 Mar 2025 15:36:50 +0000",223944,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Assez simple,Assez complexe,4.0,produit non terminé
53d78614-4035-41a4-b042-52a938bff9c5,FFbT4u,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Tue, 11 Mar 2025 08:45:28 +0000",218169,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas tout à fait d'accord,Parfaites,Pas tout à fait d'accord,Assez complexe,Assez complexe,6.0,Globalement j'ai du mal avec cette messagerie surtout pour retrouver des emails
3eac7f8e-de2e-4ba8-ba83-687662c4c682,4I8UdZ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Tue, 11 Mar 2025 13:09:19 +0000",601420,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,D'une complexité adéquate,Très complexe,3.0,Une fois la recherche faite on clique sur le mail et le contenu n'apparait pas 
4cac409b-fcf1-4f25-b116-083d9ac56df9,QKE7t5,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Tue, 11 Mar 2025 13:33:24 +0000",726643,DROP_OFF,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Sans avis,Trop petites,Plutôt d'accord,D'une complexité adéquate,D'une complexité correcte,4.0,
502c3b8d-1f3f-4869-baf0-a60862ef31a7,wEyLuo,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Tue, 11 Mar 2025 13:33:31 +0000",936710,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Sans avis,Trop petites,Sans avis,Assez simple,Assez simple,6.0, 
d7cd4fc1-319b-4904-81d0-82b7f04b0dcc,rEd6z1,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:11 +0000",158407,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Trop petites,Pas du tout d'accord,Assez complexe,Assez complexe,2.0,Cette messagerie est tout sauf intuitive et la rend inutilisable. 
10c7cb83-2257-430f-b408-19026335ff93,AvLiJs,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:22 +0000",13852,DROP_OFF,Sans avis,,,,,,,,,,
dbd02baf-4520-425e-9c04-940e2a9c8e4d,r7XnjF,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:23 +0000",416612,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Parfaites,Sans avis,Assez simple,Assez complexe,4.0,"- Si l'on coche un message afin qu'il redevienne ""Non lu"", on ne peut plus lire son contenu. C'est vraiment dommage.
- La gestion des mails filtrés (après une recherche sur un terme ou un nom) est difficile. Certes les étiquettes semblent être une partie de la solution mais ne répondent pas à toutes les possibilités de filtrage. Donc filtrage à revoir."
02afc9da-beb5-4d67-b032-0bc1489fdef5,Nnb3s1,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0",Opera,"Wed, 12 Mar 2025 09:47:37 +0000",212398,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Sans avis,Assez petites,Pas tout à fait d'accord,D'une complexité adéquate,Assez simple,8.0,Il est pénible de devoir rentrer ses codes pour accéder à la messagerie alors qu'on y accède depuis le biome (pour lequel on a déjà rentré ses codes)
73710b90-d21a-4f12-8fda-84e1f061407f,msrz0L,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:38 +0000",664345,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas du tout d'accord,Assez petites,Plutôt d'accord,Assez complexe,D'une complexité correcte,3.0,"il est bien dommage d'avoir une application comme celle là qui vient se cumuler avec l'application mail. En plus on ne peut plus rediriger les mails perso et on doit avoir deux applications en parallèle. En plus de tout ça on ne peut plus avoir son emploi du temps ... Il faudrai une application qui centralise tout, le morcellement ne nous facilite pas l'usage des outils univ et nous incite de plus en plus à passer par des outils tiers et réutiliser des adresses courriels et agenda en dehors de l'univ ce qui me semble totalement contre productif. Bien sur cet avis n'est pas une critique des efforts fournis par la DSI qui doit faire certainement face à des contraintes de sécurités trés importantes mais si nous commençons tous à utiliser d'autres canaux pour le travail (ce qui arrive en ce moment) le problème sécuritaire sera peut être pire. Dans tous les cas, merci à la DSI de tenir compte de notre avis et si besoin, bien sûr je suis dispo pour des retour de besoin consommateur plus précis. Cordialement. "
746283a6-aeee-4fd7-a93e-2e142b692693,WT8XCW,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:47:39 +0000",343352,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,D'une complexité adéquate,D'une complexité correcte,5.0,Il n'y a pas assez d'étiquette de couleur et les couleurs choisi ne se mettent pas sur la totalité de la ligne
d336f610-ce24-44d1-9315-34554c8cd362,v6ZY2H,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:42 +0000",616566,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Assez simple,Très complexe,3.0,"La recherche d'un mail dans un seul dossier n'est plus possible 
"
8b9fa818-1e04-4ceb-99cf-e8d5829e70b6,JcE0JQ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:47:44 +0000",299136,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez complexe,D'une complexité correcte,5.0,"Pas simple d'utilisation- Pas de formation ou d'aide à l'utilisation - Marquer les mails importants avec des couleurs différentes : je ne sais pas faire
Mes mails ne sont pas imprimés correctement ou imprimés sur la totalité de la discussion ou en double sur une page... Assez déçue"
4a502c8c-2cd3-461a-87b5-0f663cda486a,6EqTnP,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:45 +0000",1130951,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Assez petites,Sans avis,Très simple,D'une complexité correcte,5.0,"Quelques problèmes rencontrés :
- Si, après avoir commencé à composer un message, je passe sur une autre fenêtre pour ensuite revenir à mon message initial, des dysfonctionnements apparaissent : problèmes de sélection du texte (l'arrière-plan est parfois sélectionné au lieu du texte du message), de déplacement (difficulté à déplacer le message en cours de composition). Je ne sais pas si c'est dû à la messagerie ou au navigateur (Safari).
- Les boutons bleus ""Nouveau"" et ""Envoyer"" sont très ressemblants. Au fil de la composition du message, les boutons  ""Envoyer"" disparaît, et il m'arrive de cliquer par erreur sur ""Nouveau"" en croyant envoyer le message. Il serait peut-être plus utile d'avoir en permanence la possibilité de cliquer sur ""Envoyer"" plutôt que l'ensemble des options de mise en forme.
- La recherche par nom d'expéditeur devrait pouvoir être affinée directement sans passer par les filtres. Un nom renvoie tous les messages sans distinction entre expéditeur et destinataire, à moins de passer par les filtres, ce qui nécessite une manipulation de plus. De fait, je me retrouve à passer plus souvent par mon logiciel ""Mail"" que par l'interface ""Webmail"".
- Barre de résultats à gauche peu lisible : il serait agréable de pouvoir élargir cette barre afin d'afficher des titres plus détaillés."
15e74752-c134-4dd0-8e17-26dcbe52a6b4,GQaB7a,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:45 +0000",499635,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas du tout d'accord,Trop petites,Sans avis,Assez simple,Assez simple,8.0,"Le positionnement de la fenêtre pour la rédaction d'un mail est trop bas, et je ne vois plus ce que j'écris, notamment quand le bouton d'enregistrement automatique apparait.

Il est difficile de déplacer la fenêtre de rédaction d'un mail. Quand je veux la faire glisser, c'est le texte derrière qui se sélectionne. Puis la fenêtre glisse mais il faut cliquer à nouveau pour la lâcher.

Merci beaucoup d'avoir sollicité notre avis."
52abed4c-e579-4831-b7e9-f16f85905e7b,kHfZZ7,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:47:46 +0000",202106,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Plutôt d'accord,Assez grandes,Pas tout à fait d'accord,Très simple,D'une complexité correcte,8.0,"J'aurais aimé disposer d'une boîte permanente (et non pas à générer à chaque fois avec une recherche / filtre) des ""non lus"" (mails en attente de réponse pour moi)"
42127e33-b0dd-4191-be35-23f3cbbf904c,aCLzQg,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:47 +0000",105234,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Assez grandes,Sans avis,Assez simple,Assez complexe,4.0,.
